HIP,RAdeg,DEdeg,Vmag,Plx,abs_mag,dist (pc),x,y,z
88601,271.36338682,2.50243928,4.03,196.62,5.498138458830098,5.085952598921775,0.1208964155428573,-5.0796639810552815,0.22206245688466925
97649,297.6945086,8.86738491,0.76,194.44,2.2039280620125226,5.142974696564493,2.3616658171933183,-4.4993582371667245,0.7927791313116225
1242,3.86528051,-16.13230661,11.49,191.86,12.904922200669773,5.212133847597208,4.9955046273970405,0.3375182731663845,-1.4482244916455458
57544,176.91319098,78.68999275,10.8,185.48,12.141485436118836,5.391416864351952,-1.055816621679203,0.05693719785789005,5.286717811847407
67155,206.42792982,14.89505746,8.46,184.13,9.785622765795905,5.430945527616358,-4.699965887475232,-2.335939660761591,1.3960214474664434
103039,313.13835215,-16.9748128,11.41,182.15,12.712145877889672,5.489980785067253,3.5902993411534063,-3.831533577195915,-1.6028069466225026
21088,67.79185895,58.98205252,10.82,181.36,12.112707535592305,5.5138950154389015,1.0739502755284538,2.630566319924915,4.725440707854772
33226,103.70610465,33.26914569,9.89,181.32,11.182228551933253,5.515111405250387,-1.0925855246995988,4.4798915063893725,3.0254392696797185
53020,162.71890469999997,6.81011677,11.64,177.46,12.885502385914615,5.635072692437731,-5.342736061465329,1.6621433288382876,0.6682029489412232
25878,82.86229396,-3.67214214,7.97,175.72,9.194105972966414,5.690871841566128,0.705664627554193,5.6351762413591615,-0.3644838533739097
82817,253.87184972,-8.33420783,9.02,174.23,10.22561468311425,5.73953968891695,-1.5775301530607613,-5.4554201368660165,-0.8319288353661841
96100,293.08577692,69.66540172,4.67,173.41,5.865370691179469,5.766680122253617,0.7857595076294109,-1.8434553132626548,5.407296379575348
29295,92.64458964,-21.86290752,8.15,173.19,9.342614061091467,5.774005427565098,-0.24725374932287664,5.353017441322698,-2.1501647690100376
26857,85.53363564,12.493155,11.56,172.78,12.747467348343642,5.787706910522053,0.4400389594787598,5.633504945906688,1.2520139858206278
86990,266.64766164,-57.31575508,10.75,172.08,11.92865198689703,5.811250581125059,-0.18350500705840966,-3.1327571412612087,-4.891093121469652
94761,289.23164974,5.17214064,9.12,170.26,10.275563145281762,5.873370139786206,1.926742093749366,-5.523024391356317,0.5294745278006749
73184,224.36396501,-21.411280899999998,5.72,169.32,6.863541299009862,5.905976848570753,-3.93085365180824,-3.844536243650787,-2.15603645033544
37766,116.16823269,3.55354943,11.19,168.59,12.324159053293604,5.9315499139925265,-2.610833270866319,5.313348348818413,0.3676456691311027
76074,233.05768961,-41.27308564,9.31,168.52,10.443257252274053,5.93401376691194,-2.6804176666478803,-3.5644959886606498,-3.9143644267038433
3821,12.27125262,57.81654770000001,3.46,167.99,4.586417150472217,5.952735281862013,3.0981753061889017,0.6738832718925262,5.038079836992419
84478,259.05698088,-26.54341625,6.33,167.56,7.4508517584459115,5.968011458582,-1.0135088656581652,-5.241877964926241,-2.6669600577847206
117473,357.29977433,2.40357651,8.98,167.51,10.100203693138473,5.969792848188168,5.957918216510983,-0.28099180928530604,0.25036129644925953
84405,258.83869698,-26.60004896,4.33,167.08,5.444622332965418,5.9851568111084505,-1.0359286157038083,-5.250430521246021,-2.6799129273713547
99461,302.79836763,-36.09738423,5.32,165.24,6.410575931522742,6.051803437424352,2.6488136916103606,-4.1104114758426915,-3.565477299271361
15510,49.97177014,-43.07154929,4.26,165.02,5.347682913895684,6.0598715307235445,2.8471273394575,3.3896810851258232,-4.138353660929377
99240,302.17441713,-66.17932101,3.55,163.73,4.620641309117049,6.107616197398155,1.313522577730453,-2.08790535586551,-5.587332572655826
71253,218.57093205,-12.52100145,11.32,163.51,12.387721592688337,6.115833893951439,-4.667862219377356,-3.7224297263791,-1.3258972250834251
86961,266.55276344,-32.10277328,10.49,161.77,11.534489927466831,6.181615874389566,-0.3148626550988316,-5.226948498924835,-3.2851553565267833
86963,266.56028243,-32.10165681,11.39,161.77,12.434489927466831,6.181615874389566,-0.3141805547432527,-5.227053672174486,-3.285053318552612
45343,138.60112218,52.6879927,7.64,161.59,8.682072404742408,6.188501763723,-2.8138591208502417,2.480652571933834,4.922003021633432
99701,303.46980202,-45.16363153,7.97,161.17,9.00642102956099,6.204628652975121,2.4126838413046756,-3.64934521840479,-4.39984691553391
116132,352.9659791,19.93741103,10.05,160.06,11.0714140627897,6.2476571285767815,5.829003996079581,-0.7192252597217579,2.130410062810145
74995,229.86477439,-7.72203834,10.57,159.52,11.584075704837904,6.2688064192577695,-4.004189712870566,-4.7491989639532335,-0.8423228990443514
120005,138.60913008,52.68797118,7.7,159.48,8.713531134951785,6.270378730875344,-2.8514405524638358,2.5130755774883418,4.987122150720821
84140,258.03174636,45.66984247,9.31,158.17,10.305620573116627,6.322311437061387,-0.9161551301066576,-4.321944795425625,4.5225075865132425
34603,107.50900471,38.53176545,11.65,157.24,12.632815175740259,6.359704909692191,-1.496745368724378,4.744469702309699,3.9617681763867014
54298,166.62786165,-53.26885914,11.69,155.28,12.645577611901533,6.439979392065946,-3.747079341966376,0.8907549041752872,-5.161326057897386
82809,253.85710273,-8.32039997,11.73,153.96,12.667039512112767,6.495193556767992,-1.7868759158765075,-6.173425581741903,-0.9399097764336716
114622,348.31143134,57.16763844,5.57,153.24,6.496860716555202,6.525711302531973,3.464759711416057,-0.7167963564731376,5.483297468630395
80459,246.35079602,54.30451781,10.13,151.93,11.038217689196744,6.581978542749948,-1.5405357858653623,-3.5179091449727777,5.345419186313252
53767,165.01886286,22.83364286,10.03,150.96,10.924309435784378,6.624271330153682,-5.897654795425207,1.5781910010120994,2.570593653967607
72659,222.84701756,19.10063329,4.54,149.26,5.409717186421885,6.699718611818299,-4.6416152292817525,-4.305263338085964,2.1923378230959583
106106,322.40081536,17.642376000000002,10.33,148.29,11.185559325902195,6.74354305752242,5.091604153645466,-3.9209476294622387,2.043797885861883
114176,346.8313657,-32.26819891,12.28,147.95,13.13057484748326,6.759040216289282,5.564875204350655,-1.302016110789196,-3.6085374672662742
113296,344.14764241,16.55412209,8.68,145.27,9.490879682650814,6.883733737179044,6.347464429889215,-1.8024178536847244,1.961319799621336
84709,259.73483426,-34.98957161,5.91,143.45,6.693502762910086,6.971070059254098,-1.0177398265430109,-5.619679684685967,-3.9974021136264186
103096,313.33245263,62.15627228,8.55,141.95,9.310676984309383,7.044734061289184,2.2579211151494243,-2.393330263613354,6.22912838857274
12114,39.01596864,6.88336423,5.79,138.72,6.500695400660676,7.208765859284887,5.560627695075074,4.505474144329409,0.8639604073883557
51317,157.23292924,0.84277841,9.65,138.29,10.353953883126511,7.231180851833107,-6.667047242895813,2.798060901872229,0.1063614701246455
83945,257.38030802,43.68202643,11.77,137.84,12.466876322199859,7.2547881601857265,-1.1462581431184709,-5.119798090533443,5.010559951809348
3765,12.09388786,5.28338873,5.74,134.04,6.37617209581617,7.460459564309162,7.263886329140887,1.5564318125505583,0.6869733043523143
7981,25.62479083,20.27015091,5.24,133.91,5.874065050207763,7.467702188036744,6.316228619844079,3.0295906660171568,2.5871629997843293
2021,6.41334183,-77.25503511,2.82,133.78,3.4519559580830728,7.474958887726117,1.6387436050025213,0.18420095410414555,-7.290788693877099
73182,224.35801834,-21.40746858,8.01,133.63,8.639519842039617,7.483349547257348,-4.981344492566244,-4.87094795346633,-2.731408707505873
12781,41.06229453,25.52424901,10.55,132.42,11.159767917726496,7.551729346020237,5.138257862724885,4.47643676566729,3.253987728107053
5336,17.05383776,54.92422766,5.17,132.4,5.779439925518408,7.552870090634443,4.149480753357965,1.272888297043206,6.181214400646737
65859,202.49632115,10.37977331,9.05,131.12,9.638344702812216,7.626601586333123,-6.930937597134918,-2.8703669909095155,1.3740993846071143
113283,344.0992776,-31.56517871,6.48,130.94,7.06536168292989,7.63708568810142,6.25816518630984,-1.7827705554490432,-3.997771310979029
61874,190.19549326,-43.56806218,12.24,130.52,12.818385325579188,7.661661048115227,-5.463646010796233,-0.9826214177235628,-5.2805376084587685
113368,344.41177323,-29.62183701,1.17,130.08,1.7410526412499658,7.6875768757687535,6.437051089554457,-1.7958312321251142,-3.7997633711909247
85295,261.43987888,2.11430212,7.54,129.54,8.102019463589373,7.7196232823838224,-1.1482614057159113,-7.628431528941323,0.284801289181892
91262,279.23410832,38.78299311,0.03,128.93,0.5817699133200118,7.756146746296438,0.9702107470724542,-5.9677499752713095,4.858236685156376
88574,271.28019098,-3.03051102,9.37,128.28,9.910794756282016,7.79544745868412,0.1739198960195688,-7.782602632751766,-0.4121276641509572
49986,153.07398953,-3.74507182,9.26,127.99,9.795880195330195,7.813110399249942,-6.9512312840624295,3.530529667592293,-0.5103312772993934
101180,307.6309288,65.44886952,10.54,125.62,11.035293945340273,7.960515841426521,2.0195518994203114,-2.619515250261152,7.240812277693688
106255,322.82467099,-9.79053173,11.96,124.82,12.441420891224322,8.011536612722317,6.290544274696496,-4.7705151661214495,-1.3623350083142425
33499,104.44792505,-44.29109677,10.81,124.62,11.287938734593716,8.024394158241053,-1.4330957467283838,5.562220338562057,-5.603467060027101
22449,72.45890935,6.96124744,3.19,124.6,3.6675902116157553,8.025682182985548,2.4010269490557974,7.596084873268214,0.9726966075325436
80346,246.03466158,48.35400404,10.27,124.34,10.743054315160684,8.042464211034263,-2.1708211240024227,-4.883693096431756,6.009850911063987
89937,275.25974572,72.73369763,3.55,124.11,4.019033878075874,8.05736846345983,0.21923431760659007,-2.3814641663831133,7.6942674306378125
86287,264.46990247,18.58931915,9.62,123.02,10.069878613438645,8.128759551292474,-0.7424879202236364,-7.668804990759202,2.5913073041917185
5496,17.59293817,-67.44634604,9.8,122.86,10.247052554917722,8.139345596614035,2.9758185443707217,0.9435815789953076,-7.516854697004613
113576,345.06954949,-22.52448801,7.88,122.8,8.325991834025745,8.14332247557003,7.268164358260652,-1.9380458176453093,-3.1195298060991594
4856,15.62080367,71.68074123,9.98,122.77,10.425461279213595,8.145312372729498,2.465605815934431,0.6893746432139221,7.732506980990332
7751,24.94684603,-56.19644067,5.76,122.75,6.205107503975031,8.146639511201629,4.109488732996012,1.9116466681816888,-6.7694493642304625
38956,119.55222364,41.30537105,12.02,122.53,12.461212167557859,8.16126662858075,-3.023793940164411,5.333189676048018,5.387024324198435
76901,235.5324262,-19.46924527,11.83,121.86,12.259305868942251,8.20613819136714,-4.378627971607639,-6.3786738324315095,-2.7351126560935355
62452,191.98842235,9.75251785,11.39,121.78,11.817879848592515,8.211528986697328,-7.916352436619353,-1.681000811978172,1.3909740000194064
93449,285.47364755,-36.95224,11.57,121.75,11.99734484943336,8.2135523613963,1.7511773015424,-6.325838056145827,-4.93756957818101
20968,67.43713116,-29.02636695,11.42,120.7,11.828536350486749,8.285004142502071,2.7796459817537404,6.6898872239138925,-4.019983928911961
31292,98.44808629,-75.62561416,11.41,119.54,11.797566257488315,8.365400702693655,-0.3051047221632687,2.054233859947465,-8.103515488588053
61317,188.43788561,41.35676779,4.24,119.46,4.626112552055266,8.371002846140968,-6.215343092083647,-0.9220018061909522,5.531104009794871
86974,266.61549553,27.72249917,3.42,119.05,3.7986469987044935,8.399832003359931,-0.43897246051493505,-7.4226548786561155,3.907515248331317
80018,245.01688193,-37.53142026,10.56,118.03,10.91996203562088,8.472422265525717,-2.8376911953010566,-6.090132683854657,-5.161369161233484
23452,75.61879215,-21.25610576,8.31,117.38,8.657970525887773,8.519338899301419,1.972016052371605,7.6909667918985525,-3.0885786012748127
64924,199.60405,-18.30861062,4.74,117.3,5.086490060577646,8.525149190110824,-7.624436228871822,-2.7155469086676303,-2.6780488965550497
57802,177.78138205,35.27139762,9.76,116.92,10.099444033426996,8.552856654122474,-6.977539830040384,0.27032073008958524,4.938848202673463
1599,5.00797581,-64.8776232,4.23,116.38,4.559391764286961,8.592541673827116,3.634063857162701,0.3184491451100283,-7.779713519179103
113229,343.94957092,-75.45609056,10.42,116.02,10.742664305657891,8.619203585588684,2.0800968098343167,-0.5984400013770937,-8.343005290439034
93873,286.77443107,20.88888827,10.77,115.91,11.09060452914811,8.627383314640667,2.3262499047190945,-7.717356483026936,3.076152329195792
111802,339.68872796,-20.62094006,9.06,115.71,9.376854467928519,8.642295393656559,7.585647931172669,-2.80771305964067,-3.043675822132902
27913,88.59618305,20.27641498,4.39,115.43,4.701593478293878,8.663259118080221,0.19908713678860013,8.12397232566054,3.0022485757956625
25578,82.00110606,9.64577431,12.48,115.04,12.784244365194038,8.692628650904032,1.1925129815819708,8.486359451632044,1.4565057188255683
32984,103.07653738,-5.17370508,6.58,114.94,6.8823559639883936,8.700191404210889,-1.9604199366236368,8.440057720147315,-0.7845443407324538
14559,46.99144229,-28.22097006,11.72,114.73,12.01838496792378,8.716116098666433,5.238610298288389,5.616039811191933,-4.1216184718149576
31293,98.43325369,-75.63066752,10.35,114.18,10.637950193353321,8.758101243650373,-0.3187608723779457,2.1500090681438215,-8.484113973018657
109388,332.41534076,-4.64068104,10.41,113.97,10.693952741371914,8.77423883478108,7.751355023381888,-4.049668226142379,-0.7098941396050907
84720,259.76230946,-46.6365001,5.47,113.81,5.750902116710702,8.786574114752653,-1.0722716472711225,-5.937023941910367,-6.387946845558669
23311,75.20282168,-5.75097923,6.22,113.46,6.494213896143418,8.813678829543449,2.239667507800469,8.478491929775906,-0.8831752722817863
99825,303.8190747,-27.03253576,5.73,113.33,6.001724443838153,8.823788934968675,4.374533890047881,-6.529897007272728,-4.010380217399447
93899,286.80626789,20.87782548,10.76,112.82,11.021930476946874,8.863676653075695,2.3945446837720725,-7.927980095853237,3.1588053386451254
60559,186.21595803,-18.23667929,11.28,112.52,11.536148617465816,8.887308922858159,-8.391290901149087,-0.9139507068683064,-2.7812211361237917
108706,330.30365718,28.30681743,11.99,111.57,12.227737165393176,8.962982880702695,6.854792630250922,-3.909324815746901,4.250183478511568
27072,86.11656241,-22.44748663,3.59,111.49,3.826179577298406,8.969414297246386,0.5614424123368457,8.270766524858145,-3.4248498280308866
47103,144.00645894,-21.65839234,10.91,111.41,11.144620871150176,8.975854950183999,-6.749507645350665,4.9026419360579565,-3.3127361317951967
56528,173.86248684,-32.53790001,9.81,110.65,10.029757091316382,9.037505648441034,-7.575270666251299,0.8145796328434756,-4.860889085382713
17378,55.81231706,-9.76519868,3.52,110.58,3.7383829280135874,9.043226623259176,5.007814903229456,7.372184401720191,-1.5338301084702983
55360,170.03762202,65.84603892,9.31,109.95,9.515976168484046,9.0950432014552,-3.665484671342194,0.6438424393798093,8.298764960748395
66906,205.68061204,33.29182156,12.03,109.89,12.234790866921037,9.100009100009098,-6.855219153990734,-3.2963376647463907,4.995026923949588
82724,253.63222815,-62.40023361,11.85,109.57,12.048458308245133,9.126585744273061,-1.1915363981668476,-4.056917051517198,-8.088030192606903
40501,124.03417002,1.30242701,10.08,109.23,10.271709668268032,9.154994049253864,-5.122609431875213,7.5848195205499565,0.20809010313101287
64394,197.97051117,27.87603769,4.23,109.23,4.421709668268035,9.154994049253864,-7.697863089417546,-2.496807883767147,4.280510517451723
57939,178.23256802,37.73280827,6.42,109.21,6.611312035523921,9.156670634557273,-7.238320484125876,0.2233549947489372,5.603699333937174
15457,49.83974536,3.36997055,4.84,109.18,5.030715449849713,9.159186664224213,5.896798599370774,6.987745382279013,0.5384060744455457
105858,321.61038385,-65.36814438,4.21,108.5,4.387148690922742,9.21658986175115,3.0108716158364923,-2.385499109139377,-8.377921866010656
57443,176.63436255,-40.50133452,4.89,108.23,5.061738292234241,9.239582370876834,-7.013575988537872,0.4124621752948368,-6.000792380608917
23512,75.83426652,-17.3724529,11.71,107.86,11.87430207976072,9.271277582050805,2.165437218806099,8.579297014529988,-2.7682363322743884
23932,77.14473389,-18.1686451,10.28,107.3,10.432998609829756,9.319664492078283,1.9701428568396184,8.633063314928815,-2.9060112128102475
29277,92.58180602,82.11000311,10.48,106.43,10.615320310755227,9.395847035610256,-0.05809926943555482,1.2884738567394394,9.306900725374485
21932,70.73070762,18.96088078,9.95,106.16,10.079804549281896,9.419743782969098,2.9399252552638475,8.409554588160681,3.0606868606560225
9724,31.26683543,-17.61420901,10.19,105.94,10.315299842997897,9.439305267132333,7.6900562959432435,4.669532901662882,-2.8563929301872486
9786,31.45378802,-30.17689282,12.15,105.64,12.269141962674432,9.466111321469144,6.980806427603196,4.270102780610169,-4.758342927302056
86776,265.98314449,43.38007697,10.49,105.39,10.60399702255844,9.488566277635453,-0.4830936881398745,-6.879477322812956,6.517077739175928
47425,144.94490302,-41.06842435,10.72,105.34,10.832966570107311,9.493070058857032,-5.858776692918299,4.110761470615617,-6.236565957046177
56452,173.62480364,-32.83334205,5.96,104.84,6.062635061372816,9.538344143456696,-7.965043691625878,0.8899314760801381,-5.171664138107509
56997,175.26260484,34.20256022,5.31,104.81,5.412013604919392,9.541074324968987,-7.864039539890113,0.6517093245776642,5.363231893726564
46655,142.68715327,0.32400295,11.71,103.56,11.785960208814176,9.656237929702584,-7.679846184376831,5.853196719682269,0.0546049451989049
61629,189.47165252,-52.00155006,10.65,103.54,10.725540803229189,9.658103148541624,-5.864856287522546,-0.978457664583407,-7.610850002016521
82003,251.2765772,33.5082975,8.1,102.35,8.150439234992621,9.770395701025883,-2.6150644367356057,-7.715487544299378,5.3938225870070005
86057,263.80642798,-48.68197409,10.13,102.3,10.179378168560802,9.775171065493641,-0.6963014544705101,-6.416268146445098,-7.341705300342716
81300,249.08826456,-2.32383592,5.77,102.27,5.818741279742769,9.778038525471787,-3.4871986267254513,-9.126461030601124,-0.3964747158314967
72944,223.62112279,16.10135877,10.11,101.91,10.151084007948453,9.812579727210283,-6.824846971480482,-6.504013379336262,2.7213957228133605
47780,146.12593185,-45.775088700000005,10.22,101.87,10.260231530791753,9.816432708353783,-5.684600652391938,3.8161596666190287,-7.034528551319788
31635,99.29694468,17.56399483,9.63,101.59,9.66425480162136,9.843488532335858,-1.5160917317075882,9.261317082522645,2.970477780467255
71898,220.59172751,66.05588609,10.88,101.34,10.908904499773259,9.867771857114661,-3.0410981155647647,-2.6057747821970385,9.018568703516015
84581,259.34773232,-7.87683635,11.09,100.89,11.10924061017149,9.91178511249876,-1.8148865104987195,-9.649070011545248,-1.3583515681369391
102409,311.28891788,-31.34002411,8.81,100.59,8.822774040742411,9.941346058256288,5.602748533292441,-6.379963149248701,-5.170651848357787
8362,26.9336011,63.85310111,5.63,100.24,5.635205289930469,9.976057462090976,3.919344339389669,1.9912878234119449,8.95517924111888
85665,262.59462845,5.5491235,9.33,100.17,9.333688368870169,9.983028850953378,-1.280668368250348,-9.853367567473848,0.9653502731055822
76362,233.94850307,-80.20230323,11.65,99.9,11.64782744112991,10.01001001001001,-1.0024729349576522,-1.377180926589438,-9.864011410709956
4872,15.65812055,62.34482783,9.56,99.44,9.547805578167944,10.056315366049878,4.494411379290224,1.259778114068023,8.907452172112555
68184,209.38373744,61.4923353,6.49,98.97,6.467517851325033,10.104071940992212,-4.2020431022270905,-2.366158489187552,8.878986291228156
2552,8.11171615,67.23621544,10.27,98.74,10.24246561441756,10.1276078590237,3.8794965403284385,0.5529435132754222,9.338747293447069
94349,288.05646821,2.88766813,11.09,98.56,11.058503474101752,10.146103896103892,3.1408339203686135,-9.634174702715457,0.5111402476366484
29271,92.55918047,-74.7525279,5.08,98.54,5.048062789694452,10.148163182463973,-0.11916763137193455,2.6661898903791124,-9.790936958329919
14754,47.62898313,-68.60068834,11.39,98.5,11.35718115248806,10.152284263959386,2.4963798779566497,2.7366636544722294,-9.452387810678381
117828,358.4564112,-75.63161024,9.99,98.43,9.955637425528552,10.159504216194245,2.520221771309668,-0.06791298720385996,-9.841717124996757
68469,210.26529157,-2.65632082,9.71,98.26,9.671883798994015,10.177081213108076,-8.78051061428174,-5.123783348541672,-0.4716561967048832
50798,155.5828114,-47.97281127,11.49,98.17,11.449893954972918,10.186411327289397,-6.209681107654146,2.8190828025196164,-7.5667435811259685
58345,179.48716146,-27.70553634,6.99,98.16,6.9496727485947405,10.187449062754688,-9.019083540763784,0.08072945683980891,-4.736426210313379
62556,192.26409622,66.11044073,10.94,98.14,10.899230268224485,10.189525168127163,-4.032331319516952,-0.8765438305886836,9.316565794035725
21553,69.41931771,52.89476987,8.62,98.12,8.578787697671741,10.191602119853236,2.16132185823397,5.755995413430481,8.1280968495143
72896,223.46626781,23.55551709,11.53,97.83,11.482360267628096,10.221813349688231,-6.800599768532016,-6.445923160724107,4.08501965113356
102141,310.46238529,-32.43434165,10.27,97.8,10.221694273938008,10.224948875255622,5.600378275962963,-6.565924112420152,-5.4839751291971535
57087,175.54378678,26.70854768,10.67,97.73,10.620139493851472,10.23227258774174,-9.112901772265591,0.7101939136298017,4.598918155820222
108782,330.54391282,1.40090869,9.17,96.98,9.103410898897527,10.311404413281084,8.975794854671298,-5.069183024924304,0.2520935558640689
83043,254.53718424,25.74539445,9.7,96.9,9.631618885253827,10.319917440660467,-2.4782983656306143,-8.959029272698583,4.482692013053161
37826,116.33068263,28.02631031,1.16,96.74,1.0880304152621825,10.336985734959683,-4.0473103974874105,8.178081727591195,4.857111475763068
65026,199.93990390000002,47.7780717,8.48,96.41,8.400610414305552,10.372368011617047,-6.552411396162532,-2.3771025679400286,7.681230789746449
13402,43.13287752,-12.76925369,6.05,96.33,5.968807801430825,10.38098204090107,7.3883679081476865,6.9218688572164035,-2.2944583916169847
10279,33.09173956,3.58012318,10.04,96.28,9.957680408014962,10.386373078520977,8.68469503572387,5.6596974559181605,0.6485696340193252
56244,172.94611808,-41.04685396,11.55,95.46,11.449107150151127,10.475591870940706,-7.840609435005722,0.9701912573039978,-6.8790695343534045
48714,149.03774424,62.78988049,8.99,95.4,8.887741873520477,10.482180293501047,-4.1100534197078815,2.4658856415157926,9.32217638728079
45908,140.41079374,-60.28239508,9.49,95.37,9.387058913172178,10.485477613505287,-4.005689602637181,3.3125237695648706,-9.106419596455718
46706,142.82916031,-13.48883369,10.06,94.95,9.947474845365184,10.531858873091096,-8.160685366715441,6.187753623046144,-2.4566177498062984
